date,momentum_return,DIV_return
2011-06-01,-0.0018025744772083886,-0.03082293793033896
2011-07-01,0.009248137547680405,0.0026073156825696595
2011-08-01,-0.02426882067667677,-0.11354276554521688
2011-09-01,0.04302022969897159,-0.05388156725051761
2011-10-01,-0.009955923171970596,0.06661038805040911
2011-11-01,0.05375133503106859,-0.042981517748235866
2011-12-01,0.05593513204098915,-0.020895231619784793
2012-01-01,-0.023984188126658472,0.06154540621789951
2012-02-01,0.024285084047671122,0.03036066386109406
2012-03-01,0.022959026515881886,0.02210385633405272
2012-04-01,0.028219271302168898,-0.026023921585991195
2012-05-01,0.019793633797721283,-0.07542711598996085
2012-06-01,0.02616180998257876,0.021331980888562786
2012-07-01,-0.008470884910353912,0.004227858984759633
2012-08-01,0.009830919343793756,0.030996175864008477
2012-09-01,0.0355000033552066,0.01904060970257052
2012-10-01,-0.00781707952479655,-0.005762172402379593
2012-11-01,0.024956883378542245,0.032984173953160244
2012-12-01,-0.0184104437563965,0.02784520917759186
2013-01-01,0.05694837108109394,0.058216445384842545
2013-02-01,0.0024203010773677543,0.0013357166779477993
2013-03-01,0.05105306871394496,0.03404663426509429
2013-04-01,0.01604814208369648,0.008022725225719937
2013-05-01,0.05298233934819081,0.029373908932044383
2013-06-01,-0.002637794639508667,-0.058982550467226155
2013-07-01,0.02366289504073996,0.0450973143435445
2013-08-01,-0.03439634773493876,-0.025027805664787316
2013-09-01,0.04877309862838837,0.06629910669333916
2013-10-01,-0.019632987596739877,0.015587894726363738
2013-11-01,0.04654407702377071,0.014851553967236059
2013-12-01,0.030344313067172172,-0.0016896165784631469
2014-01-01,0.002216562357019499,-0.030682433273544054
2014-02-01,-0.008799344162920168,0.037936250416450136
2014-03-01,0.007156259289227477,-0.003186952767174499
2014-04-01,0.02420156172051492,0.0029103905949148896
2014-05-01,0.01991299331864197,0.014754570874841277
2014-06-01,-0.001456074837062983,0.010506572456930968
2014-07-01,-0.04704136862968091,0.0010420149344374072
2014-08-01,-0.012280060246867959,0.001267132447830054
2014-09-01,0.023712389299550954,-0.0054926255925012045
2014-10-01,-0.02888591578427905,-0.006037977275990125
2014-11-01,0.01613114807062277,0.026753866849164976
2014-12-01,0.012504648324917758,-0.015536237346355099
2015-01-01,-0.031063743957853367,0.028532164602331996
2015-02-01,0.008633737024428885,0.029911383034548364
2015-03-01,0.0559292404421453,-0.007734107452581159
2015-04-01,-0.0030969904933963073,0.02727339030896018
2015-05-01,0.0198583800572145,0.022458627118747753
2015-06-01,0.02789031105662418,-0.05215036944522784
2015-07-01,-0.00045564319873984266,0.036738815359207797
2015-08-01,0.04884044208859249,-0.07322444788249804
2015-09-01,0.03431868714754917,-0.012102018084149397
2015-10-01,-0.005916530295707134,0.03855170123269129
2015-11-01,0.006541642808848624,0.027640978333233913
2015-12-01,-0.011042131713865894,-0.0381656066339297
2016-01-01,0.03534386026165266,-0.04856896159253428
2016-02-01,-0.04521978400589949,-0.026510396828431503
2016-03-01,-0.050076042056516314,0.05796452832787791
2016-04-01,0.039284798769071365,0.007705556488234666
2016-05-01,0.010722922334264317,0.04167558990876046
2016-06-01,-0.0008429234167307287,-0.04925056299088452
2016-07-01,-0.021675179679761066,0.06266279836444535
2016-08-01,0.021759580268003283,0.02946367717027724
2016-09-01,-0.0425339809445162,0.0016316473288154392
2016-10-01,-0.008336226425827077,0.009646356262271923
2016-11-01,-0.0024575868906586747,-0.004293247961209371
2016-12-01,0.03190461023113939,0.04774966523199063
2017-01-01,-0.0057588099833489875,0.020897771718019334
2017-02-01,0.017200534029619297,0.02558396786281051
2017-03-01,0.01248350009378955,0.02556902625500556
2017-04-01,0.03941962712217369,0.026514386879748136
2017-05-01,0.05854771363269904,0.024547725565882767
2017-06-01,-0.0004984752797545892,0.008509214754397665
2017-07-01,0.019902057980932544,0.019601554330615098
2017-08-01,-0.004907398598112702,0.03122730981379046
2017-09-01,0.04217149777105955,0.027222847781170345
2017-10-01,0.019506674575103695,0.02760428053205694
2017-11-01,-0.0036048500900524288,-0.0037690245856342253
2017-12-01,-0.03129508306431976,0.03935091184689661
2018-01-01,0.05092206721963138,0.04217943388805497
2018-02-01,0.017242218378571844,-0.012751846709727808
2018-03-01,0.03775640668980635,0.015024912841273025
2018-04-01,0.01931811500406527,0.030864242745260177
2018-05-01,-0.013495074012372855,0.02030929849656493
2018-06-01,-0.013426681265329955,0.016736948619547165
2018-07-01,0.019563840855357156,0.03220463846938303
2018-08-01,0.026330097937449413,0.029870794073775526
2018-09-01,0.04732648041568965,0.015348341408197953
2018-10-01,0.009119381759048611,-0.04458599551452478
2018-11-01,0.006589544167053785,0.0071844823349768595
2018-12-01,0.03457491659628202,-0.019230127407607073
2019-01-01,0.011589275565009376,0.07505421913456574
2019-02-01,0.027420718176132473,0.05698130491006011
2019-03-01,0.0103057380430054,0.0299907165449001
2019-04-01,0.03058579997535709,0.04588045799078279
2019-05-01,0.038188093248190925,-0.007239440716301943
2019-06-01,-0.003902568036490299,0.06143614495451669
2019-07-01,0.012129291538993055,0.025231737379811547
2019-08-01,0.02457699177874173,-0.006711689581491214
2019-09-01,0.003005745422267985,0.043299752920013375
2019-10-01,0.02240264049824392,0.026567458343157702
2019-11-01,0.010223483118020089,0.048478604655584255
2019-12-01,0.01863656600308234,0.03959518269401546
2020-01-01,-0.045718309541929174,0.002943423573672544
2020-02-01,0.06389856994827227,-0.07040607453928487
2020-03-01,0.040767811712749624,-0.1328831575059387
2020-04-01,-0.04324423613171437,0.0596557478568841
2020-05-01,-0.012157704454803249,0.05922841661780624
2020-06-01,0.0106578547052362,0.020745453631160312
2020-07-01,0.0003976065382173422,0.02447759641524919
2020-08-01,0.02038392905145196,0.044772185336279656
2020-09-01,0.03322936252949307,-0.0158576649648553
2020-10-01,-0.04630779495311121,-0.043872439312167555
2020-11-01,-0.016751140054104385,0.14223562771275478
2020-12-01,0.009153527964976794,0.0436409409792957
2021-01-01,-0.0008094520223186682,0.010716621063606454
2021-02-01,-0.0017662891548516635,0.007156706954000249
2021-03-01,-0.004894727374317431,0.04687028309326022
2021-04-01,-0.0032769036766959886,0.04696428294172514
2021-05-01,0.021131643547466165,0.03045274712576438
2021-06-01,0.006695099620015216,0.012129410196520106
2021-07-01,0.011934810091671121,0.011170305083022783
2021-08-01,-0.009716208919977879,0.0303385605383212
2021-09-01,-0.04045896424238291,-0.0153654945219918
2021-10-01,0.030212893087078963,0.02633869417360988
2021-11-01,0.01814776264412219,-0.022568984248035287
2021-12-01,0.018965349319515178,0.047854571150023374
2022-01-01,0.008119707847835722,-0.027040971045779648
2022-02-01,-0.06395133716985686,-0.006244975403772236
2022-03-01,0.0192908193563578,0.036835822128187194
2022-04-01,0.03182852504374049,-0.029159727931699242
2022-05-01,-0.019356670204228245,0.019769724449983817
2022-06-01,0.04185132102626805,-0.07786373459121174
2022-07-01,0.03465764889890229,0.11506048858959426
2022-08-01,0.015242049356041676,-0.022359846254819248
2022-09-01,0.01311322888721636,-0.09118191274059753
2022-10-01,-0.0009341831801985348,0.0758134861013159
2022-11-01,0.01923206865265788,0.10200884389699244
2022-12-01,0.05430928918873076,0.009657830080106044
2023-01-01,0.02189374964645139,0.08237799556294668
2023-02-01,0.04736115666846568,0.002368682782592963
2023-03-01,0.062101245595802435,0.053027113629053275
2023-04-01,0.05291221880197841,0.04159283949841505
2023-05-01,0.030376567211644615,-0.015789421622122598
2023-06-01,0.06778627317323485,0.08610418173121777
2023-07-01,0.023550187583048714,0.04193870785394197
2023-08-01,0.03880204062482796,-0.00649096344646607
2023-09-01,0.04880081617813236,-0.0223771746851584
2023-10-01,0.012170242468062495,-0.024931301742767045
2023-11-01,0.06178603206525781,0.09920176432739812
2023-12-01,-0.0015842240830076237,0.06366973486562912
2024-01-01,0.07449820092284865,0.021437285631134166
2024-02-01,0.05888019646931747,0.06396606171085799
2024-03-01,0.0341755584151036,0.035417801928433336
2024-04-01,0.002883851099095929,0.00646509141909013
2024-05-01,0.03094413590950527,0.042697019034886714
2024-06-01,-0.01413618271767134,-0.0040182652676618615
2024-07-01,0.05748698593531429,0.0434642311687802
2024-08-01,0.03134769908751675,0.055328777790093174
2024-09-01,0.014434238112301476,0.024762946782168997
2024-10-01,0.046870418977928735,-0.010814396998680451
