observation_date,IR3TIB01GBM156N
2016-09-01,0.37906999999999991
2016-10-01,0.39750000000000002
2016-11-01,0.39772999999999997
2016-12-01,0.37225999999999998
2017-01-01,0.36209999999999998
2017-02-01,0.35674000000000000
2017-03-01,0.34566999999999998
2017-04-01,0.33512999999999998
2017-05-01,0.31080999999999998
2017-06-01,0.29441999999999990
2017-07-01,0.29310000000000003
2017-08-01,0.28119000000000000
2017-09-01,0.30911000000000000
2017-10-01,0.38186999999999999
2017-11-01,0.51856999999999998
2017-12-01,0.51871000000000000
2018-01-01,0.52249999999999996
2018-02-01,0.54683000000000004
2018-03-01,0.62841999999999998
2018-04-01,0.75629000000000002
2018-05-01,0.64354999999999996
2018-06-01,0.63868000000000003
2018-07-01,0.74618999999999991
2018-08-01,0.80518999999999996
2018-09-01,0.80093000000000003
2018-10-01,0.80618000000000001
2018-11-01,0.87482999999999989
2018-12-01,0.90444000000000002
2019-01-01,0.91822000000000004
2019-02-01,0.87597999999999998
2019-03-01,0.83999999999999997
2019-04-01,0.81999999999999995
2019-05-01,0.80000000000000004
2019-06-01,0.78000000000000003
2019-07-01,0.77000000000000002
2019-08-01,0.76000000000000001
2019-09-01,0.77000000000000002
2019-10-01,0.78000000000000003
2019-11-01,0.79000000000000004
2019-12-01,0.79000000000000004
2020-01-01,0.73999999999999999
2020-02-01,0.75000000000000000
2020-03-01,0.53000000000000003
2020-04-01,0.65000000000000002
2020-05-01,0.33000000000000002
2020-06-01,0.19000000000000000
2020-07-01,0.10000000000000001
2020-08-01,0.07000000000000001
2020-09-01,0.06000000000000000
2020-10-01,0.05000000000000000
2020-11-01,0.04000000000000000
2020-12-01,0.03000000000000000
2021-01-01,0.03000000000000000
2021-02-01,0.05000000000000000
2021-03-01,0.08000000000000000
2021-04-01,0.09000000000000000
2021-05-01,0.08000000000000000
2021-06-01,0.08000000000000000
2021-07-01,0.08000000000000000
2021-08-01,0.07000000000000001
2021-09-01,0.07000000000000001
2021-10-01,0.16000000000000000
2021-11-01,0.13000000000000000
2021-12-01,0.16000000000000000
2022-01-01,0.53000000000000003
2022-02-01,0.81000000000000005
2022-03-01,0.98999999999999999
2022-04-01,1.12999999999999989
2022-05-01,1.31000000000000005
2022-06-01,1.57000000000000006
2022-07-01,1.84000000000000008
2022-08-01,2.22999999999999998
2022-09-01,2.91000000000000014
2022-10-01,3.39000000000000012
2022-11-01,3.52000000000000002
2022-12-01,3.77999999999999980
2023-01-01,4.00999999999999979
2023-02-01,4.20999999999999996
2023-03-01,4.33000000000000007
2023-04-01,4.51999999999999957
2023-05-01,4.73000000000000043
2023-06-01,5.08999999999999986
2023-07-01,5.49000000000000021
2023-08-01,5.53000000000000025
2023-09-01,5.51999999999999957
2023-10-01,5.40000000000000036
2023-11-01,5.36000000000000032
2023-12-01,5.21999999999999975
2024-01-01,5.20000000000000018
2024-02-01,5.20999999999999996
2024-03-01,5.20000000000000018
2024-04-01,5.17999999999999972
2024-05-01,5.16000000000000014
2024-06-01,5.16000000000000014
2024-07-01,5.08999999999999986
2024-08-01,4.91000000000000014
2024-09-01,4.83999999999999986
2024-10-01,4.75000000000000000
2024-11-01,4.67999999999999972
2024-12-01,4.63999999999999968
