observation_date,DEXSZUS
2002-04-01,1.6607
2002-04-02,1.6655
2002-04-03,1.6607
2002-04-04,1.6654
2002-04-05,1.6637
2002-04-08,1.6740
2002-04-09,1.6676
2002-04-10,1.6702
2002-04-11,1.6604
2002-04-12,1.6678
2002-04-15,1.6666
2002-04-16,1.6638
2002-04-17,1.6550
2002-04-18,1.6485
2002-04-19,1.6508
2002-04-22,1.6543
2002-04-23,1.6490
2002-04-24,1.6445
2002-04-25,1.6308
2002-04-26,1.6293
2002-04-29,1.6215
2002-04-30,1.6216
2002-05-01,1.6010
2002-05-02,1.6098
2002-05-03,1.5920
2002-05-06,1.5891
2002-05-07,1.5930
2002-05-08,1.6102
2002-05-09,1.6005
2002-05-10,1.5946
2002-05-13,1.5983
2002-05-14,1.6155
2002-05-15,1.6054
2002-05-16,1.5993
2002-05-17,1.5810
2002-05-20,1.5785
2002-05-21,1.5798
2002-05-22,1.5686
2002-05-23,1.5755
2002-05-24,1.5827
2002-05-27,
2002-05-28,1.5743
2002-05-29,1.5757
2002-05-30,1.5621
2002-05-31,1.5693
2002-06-03,1.5638
2002-06-04,1.5592
2002-06-05,1.5672
2002-06-06,1.5590
2002-06-07,1.5550
2002-06-10,1.5585
2002-06-11,1.5620
2002-06-12,1.5595
2002-06-13,1.5638
2002-06-14,1.5626
2002-06-17,1.5632
2002-06-18,1.5568
2002-06-19,1.5422
2002-06-20,1.5235
2002-06-21,1.5124
2002-06-24,1.5005
2002-06-25,1.5140
2002-06-26,1.4940
2002-06-27,1.4885
2002-06-28,1.4920
2002-07-01,1.4845
2002-07-02,1.4900
2002-07-03,1.4907
2002-07-04,
2002-07-05,1.5062
2002-07-08,1.4893
2002-07-09,1.4820
2002-07-10,1.4888
2002-07-11,1.4793
2002-07-12,1.4832
2002-07-15,1.4582
2002-07-16,1.4548
2002-07-17,1.4540
2002-07-18,1.4540
2002-07-19,1.4387
2002-07-22,1.4408
2002-07-23,1.4645
2002-07-24,1.4561
2002-07-25,1.4498
2002-07-26,1.4682
2002-07-29,1.4893
2002-07-30,1.4749
2002-07-31,1.4833
2002-08-01,1.4703
2002-08-02,1.4708
2002-08-05,1.4770
2002-08-06,1.5130
2002-08-07,1.4970
2002-08-08,1.5146
2002-08-09,1.5030
2002-08-12,1.4965
2002-08-13,1.4952
2002-08-14,1.4813
2002-08-15,1.4907
2002-08-16,1.4915
2002-08-19,1.5015
2002-08-20,1.5027
2002-08-21,1.4999
2002-08-22,1.5188
2002-08-23,1.5128
2002-08-26,1.5125
2002-08-27,1.4969
2002-08-28,1.4968
2002-08-29,1.4941
2002-08-30,1.5007
2002-09-02,
2002-09-03,1.4730
2002-09-04,1.4751
2002-09-05,1.4733
2002-09-06,1.4825
2002-09-09,1.4848
2002-09-10,1.4960
2002-09-11,1.5067
2002-09-12,1.5042
2002-09-13,1.5020
2002-09-16,1.5100
2002-09-17,1.5202
2002-09-18,1.4982
2002-09-19,1.4920
2002-09-20,1.4880
2002-09-23,1.4910
2002-09-24,1.4918
2002-09-25,1.4933
2002-09-26,1.5029
2002-09-27,1.5008
2002-09-30,1.4758
2002-10-01,1.4793
2002-10-02,1.4836
2002-10-03,1.4794
2002-10-04,1.4893
2002-10-07,1.4900
2002-10-08,1.4959
2002-10-09,1.4837
2002-10-10,1.4841
2002-10-11,1.4860
2002-10-14,
2002-10-15,1.4958
2002-10-16,1.4924
2002-10-17,1.5119
2002-10-18,1.5140
2002-10-21,1.5110
2002-10-22,1.5015
2002-10-23,1.5004
2002-10-24,1.5062
2002-10-25,1.5014
2002-10-28,1.4882
2002-10-29,1.4870
2002-10-30,1.4893
2002-10-31,1.4805
2002-11-01,1.4673
2002-11-04,1.4700
2002-11-05,1.4635
2002-11-06,1.4663
2002-11-07,1.4506
2002-11-08,1.4434
2002-11-11,
2002-11-12,1.4465
2002-11-13,1.4577
2002-11-14,1.4615
2002-11-15,1.4542
2002-11-18,1.4555
2002-11-19,1.4527
2002-11-20,1.4649
2002-11-21,1.4714
2002-11-22,1.4768
2002-11-25,1.4839
2002-11-26,1.4878
2002-11-27,1.4895
2002-11-28,
2002-11-29,1.4860
2002-12-02,1.4845
2002-12-03,1.4767
2002-12-04,1.4729
2002-12-05,1.4731
2002-12-06,1.4602
2002-12-09,1.4595
2002-12-10,1.4628
2002-12-11,1.4621
2002-12-12,1.4490
2002-12-13,1.4421
2002-12-16,1.4448
2002-12-17,1.4323
2002-12-18,1.4296
2002-12-19,1.4310
2002-12-20,1.4250
2002-12-23,1.4250
2002-12-24,1.4097
2002-12-25,
2002-12-26,1.4039
2002-12-27,1.3954
2002-12-30,1.3922
2002-12-31,1.3833
2003-01-01,
2003-01-02,1.4015
2003-01-03,1.3975
2003-01-06,1.3928
2003-01-07,1.3983
2003-01-08,1.3963
2003-01-09,1.3943
2003-01-10,1.3860
2003-01-13,1.3868
2003-01-14,1.3840
2003-01-15,1.3829
2003-01-16,1.3828
2003-01-17,1.3678
2003-01-20,
2003-01-21,1.3687
2003-01-22,1.3629
2003-01-23,1.3580
2003-01-24,1.3528
2003-01-27,1.3554
2003-01-28,1.3560
2003-01-29,1.3512
2003-01-30,1.3629
2003-01-31,1.3683
2003-02-03,1.3631
2003-02-04,1.3493
2003-02-05,1.3540
2003-02-06,1.3541
2003-02-07,1.3584
2003-02-10,1.3660
2003-02-11,1.3653
2003-02-12,1.3700
2003-02-13,1.3559
2003-02-14,1.3618
2003-02-17,
2003-02-18,1.3745
2003-02-19,1.3697
2003-02-20,1.3560
2003-02-21,1.3618
2003-02-24,1.3592
2003-02-25,1.3538
2003-02-26,1.3550
2003-02-27,1.3598
2003-02-28,1.3557
2003-03-03,1.3468
2003-03-04,1.3400
2003-03-05,1.3299
2003-03-06,1.3314
2003-03-07,1.3338
2003-03-10,1.3247
2003-03-11,1.3316
2003-03-12,1.3315
2003-03-13,1.3490
2003-03-14,1.3690
2003-03-17,1.3845
2003-03-18,1.3843
2003-03-19,1.3903
2003-03-20,1.3870
2003-03-21,1.4000
2003-03-24,1.3847
2003-03-25,1.3805
2003-03-26,1.3827
2003-03-27,1.3807
2003-03-28,1.3724
2003-03-31,1.3538
2003-04-01,1.3537
2003-04-02,1.3794
2003-04-03,1.3809
2003-04-04,1.3875
2003-04-07,1.3995
2003-04-08,1.3905
2003-04-09,1.3858
2003-04-10,1.3846
2003-04-11,1.3933
2003-04-14,1.3895
2003-04-15,1.3912
2003-04-16,1.3785
2003-04-17,1.3770
2003-04-18,1.3810
2003-04-21,1.3901
2003-04-22,1.3708
2003-04-23,1.3759
2003-04-24,1.3590
2003-04-25,1.3612
2003-04-28,1.3695
2003-04-29,1.3688
2003-04-30,1.3545
2003-05-01,1.3420
2003-05-02,1.3480
2003-05-05,1.3440
2003-05-06,1.3331
2003-05-07,1.3264
2003-05-08,1.3172
2003-05-09,1.3114
2003-05-12,1.3107
2003-05-13,1.3168
2003-05-14,1.3157
2003-05-15,1.3151
2003-05-16,1.3102
2003-05-19,1.2945
2003-05-20,1.2940
2003-05-21,1.2903
2003-05-22,1.2940
2003-05-23,1.2930
2003-05-26,
2003-05-27,1.2851
2003-05-28,1.2990
2003-05-29,1.2898
2003-05-30,1.3022
2003-06-02,1.2973
2003-06-03,1.3127
2003-06-04,1.3129
2003-06-05,1.2973
2003-06-06,1.3233
2003-06-09,1.3131
2003-06-10,1.3192
2003-06-11,1.3060
2003-06-12,1.3104
2003-06-13,1.3047
2003-06-16,1.3009
2003-06-17,1.3051
2003-06-18,1.3205
2003-06-19,1.3246
2003-06-20,1.3290
2003-06-23,1.3268
2003-06-24,1.3310
2003-06-25,1.3257
2003-06-26,1.3479
2003-06-27,1.3508
2003-06-30,1.3519
2003-07-01,1.3412
2003-07-02,1.3474
2003-07-03,1.3465
2003-07-04,
2003-07-07,1.3681
2003-07-08,1.3765
2003-07-09,1.3665
2003-07-10,1.3609
2003-07-11,1.3724
2003-07-14,1.3722
2003-07-15,1.3818
2003-07-16,1.3760
2003-07-17,1.3772
2003-07-18,1.3673
2003-07-21,1.3551
2003-07-22,1.3623
2003-07-23,1.3460
2003-07-24,1.3517
2003-07-25,1.3430
2003-07-28,1.3456
2003-07-29,1.3497
2003-07-30,1.3642
2003-07-31,1.3736
2003-08-01,1.3668
2003-08-04,1.3505
2003-08-05,1.3520
2003-08-06,1.3491
2003-08-07,1.3475
2003-08-08,1.3573
2003-08-11,1.3590
2003-08-12,1.3660
2003-08-13,1.3660
2003-08-14,1.3717
2003-08-15,1.3724
2003-08-18,1.3928
2003-08-19,1.3922
2003-08-20,1.3904
2003-08-21,1.4058
2003-08-22,1.4181
2003-08-25,1.4141
2003-08-26,1.4090
2003-08-27,1.4099
2003-08-28,1.4125
2003-08-29,1.4005
2003-09-01,
2003-09-02,1.4125
2003-09-03,1.4133
2003-09-04,1.4125
2003-09-05,1.3890
2003-09-08,1.3842
2003-09-09,1.3825
2003-09-10,1.3875
2003-09-11,1.3865
2003-09-12,1.3764
2003-09-15,1.3780
2003-09-16,1.3941
2003-09-17,1.3827
2003-09-18,1.3843
2003-09-19,1.3710
2003-09-22,1.3548
2003-09-23,1.3532
2003-09-24,1.3547
2003-09-25,1.3463
2003-09-26,1.3440
2003-09-29,1.3312
2003-09-30,1.3208
2003-10-01,1.3148
2003-10-02,1.3140
2003-10-03,1.3353
2003-10-06,1.3215
2003-10-07,1.3140
2003-10-08,1.3127
2003-10-09,1.3239
2003-10-10,1.3112
2003-10-13,
2003-10-14,1.3200
2003-10-15,1.3285
2003-10-16,1.3278
2003-10-17,1.3347
2003-10-20,1.3303
2003-10-21,1.3296
2003-10-22,1.3142
2003-10-23,1.3124
2003-10-24,1.3067
2003-10-27,1.3159
2003-10-28,1.3287
2003-10-29,1.3293
2003-10-30,1.3250
2003-10-31,1.3382
2003-11-03,1.3607
2003-11-04,1.3593
2003-11-05,1.3653
2003-11-06,1.3737
2003-11-07,1.3635
2003-11-10,1.3662
2003-11-11,
2003-11-12,1.3473
2003-11-13,1.3425
2003-11-14,1.3333
2003-11-17,1.3245
2003-11-18,1.3055
2003-11-19,1.3032
2003-11-20,1.3020
2003-11-21,1.2985
2003-11-24,1.3198
2003-11-25,1.3172
2003-11-26,1.2990
2003-11-27,
2003-11-28,1.2917
2003-12-01,1.3003
2003-12-02,1.2875
2003-12-03,1.2888
2003-12-04,1.2906
2003-12-05,1.2755
2003-12-08,1.2663
2003-12-09,1.2664
2003-12-10,1.2657
2003-12-11,1.2758
2003-12-12,1.2628
2003-12-15,1.2635
2003-12-16,1.2595
2003-12-17,1.2553
2003-12-18,1.2555
2003-12-19,1.2565
2003-12-22,1.2540
2003-12-23,1.2583
2003-12-24,1.2466
2003-12-25,
2003-12-26,1.2523
2003-12-29,1.2493
2003-12-30,1.2452
2003-12-31,1.2380
2004-01-01,
2004-01-02,1.2390
2004-01-05,1.2322
2004-01-06,1.2272
2004-01-07,1.2385
2004-01-08,1.2253
2004-01-09,1.2190
2004-01-12,1.2225
2004-01-13,1.2262
2004-01-14,1.2268
2004-01-15,1.2422
2004-01-16,1.2659
2004-01-19,
2004-01-20,1.2468
2004-01-21,1.2426
2004-01-22,1.2338
2004-01-23,1.2430
2004-01-26,1.2484
2004-01-27,1.2389
2004-01-28,1.2430
2004-01-29,1.2621
2004-01-30,1.2593
2004-02-02,1.2628
2004-02-03,1.2478
2004-02-04,1.2497
2004-02-05,1.2443
2004-02-06,1.2343
2004-02-09,1.2373
2004-02-10,1.2331
2004-02-11,1.2293
2004-02-12,1.2305
2004-02-13,1.2372
2004-02-16,
2004-02-17,1.2269
2004-02-18,1.2299
2004-02-19,1.2426
2004-02-20,1.2572
2004-02-23,1.2555
2004-02-24,1.2401
2004-02-25,1.2587
2004-02-26,1.2662
2004-02-27,1.2680
2004-03-01,1.2703
2004-03-02,1.2963
2004-03-03,1.3038
2004-03-04,1.2902
2004-03-05,1.2726
2004-03-08,1.2788
2004-03-09,1.2707
2004-03-10,1.2900
2004-03-11,1.2784
2004-03-12,1.2865
2004-03-15,1.2785
2004-03-16,1.2800
2004-03-17,1.2836
2004-03-18,1.2572
2004-03-19,1.2710
2004-03-22,1.2560
2004-03-23,1.2603
2004-03-24,1.2680
2004-03-25,1.2750
2004-03-26,1.2878
2004-03-29,1.2872
2004-03-30,1.2790
2004-03-31,1.2677
2004-04-01,1.2627
2004-04-02,1.2932
2004-04-05,1.3049
2004-04-06,1.2928
2004-04-07,1.2769
2004-04-08,1.2829
2004-04-09,1.2819
2004-04-12,1.2840
2004-04-13,1.3025
2004-04-14,1.2992
2004-04-15,1.3036
2004-04-16,1.2912
2004-04-19,1.2908
2004-04-20,1.3080
2004-04-21,1.3120
2004-04-22,1.3136
2004-04-23,1.3202
2004-04-26,1.3111
2004-04-27,1.2968
2004-04-28,1.3095
2004-04-29,1.2951
2004-04-30,1.2984
2004-05-03,1.3010
2004-05-04,1.2830
2004-05-05,1.2745
2004-05-06,1.2833
2004-05-07,1.3020
2004-05-10,1.3030
2004-05-11,1.3045
2004-05-12,1.2890
2004-05-13,1.3076
2004-05-14,1.3005
2004-05-17,1.2790
2004-05-18,1.2824
2004-05-19,1.2778
2004-05-20,1.2880
2004-05-21,1.2797
2004-05-24,1.2821
2004-05-25,1.2690
2004-05-26,1.2724
2004-05-27,1.2460
2004-05-28,1.2533
2004-05-31,
2004-06-01,1.2510
2004-06-02,1.2459
2004-06-03,1.2520
2004-06-04,1.2440
2004-06-07,1.2371
2004-06-08,1.2373
2004-06-09,1.2526
2004-06-10,1.2442
2004-06-11,1.2597
2004-06-14,1.2570
2004-06-15,1.2504
2004-06-16,1.2678
2004-06-17,1.2565
2004-06-18,1.2443
2004-06-21,1.2469
2004-06-22,1.2510
2004-06-23,1.2536
2004-06-24,1.2425
2004-06-25,1.2504
2004-06-28,1.2482
2004-06-29,1.2615
2004-06-30,1.2520
2004-07-01,1.2509
2004-07-02,1.2336
2004-07-05,
2004-07-06,1.2345
2004-07-07,1.2264
2004-07-08,1.2247
2004-07-09,1.2258
2004-07-12,1.2243
2004-07-13,1.2391
2004-07-14,1.2288
2004-07-15,1.2340
2004-07-16,1.2267
2004-07-19,1.2281
2004-07-20,1.2381
2004-07-21,1.2549
2004-07-22,1.2461
2004-07-23,1.2632
2004-07-26,1.2634
2004-07-27,1.2750
2004-07-28,1.2761
2004-07-29,1.2754
2004-07-30,1.2796
2004-08-02,1.2784
2004-08-03,1.2789
2004-08-04,1.2748
2004-08-05,1.2764
2004-08-06,1.2515
2004-08-09,1.2549
2004-08-10,1.2528
2004-08-11,1.2605
2004-08-12,1.2587
2004-08-13,1.2405
2004-08-16,1.2438
2004-08-17,1.2471
2004-08-18,1.2496
2004-08-19,1.2420
2004-08-20,1.2489
2004-08-23,1.2650
2004-08-24,1.2725
2004-08-25,1.2734
2004-08-26,1.2746
2004-08-27,1.2830
2004-08-30,1.2790
2004-08-31,1.2641
2004-09-01,1.2615
2004-09-02,1.2615
2004-09-03,1.2713
2004-09-06,
2004-09-07,1.2701
2004-09-08,1.2624
2004-09-09,1.2640
2004-09-10,1.2560
2004-09-13,1.2593
2004-09-14,1.2581
2004-09-15,1.2704
2004-09-16,1.2713
2004-09-17,1.2706
2004-09-20,1.2729
2004-09-21,1.2595
2004-09-22,1.2608
2004-09-23,1.2584
2004-09-24,1.2638
2004-09-27,1.2589
2004-09-28,1.2613
2004-09-29,1.2620
2004-09-30,1.2471
2004-10-01,1.2496
2004-10-04,1.2663
2004-10-05,1.2620
2004-10-06,1.2638
2004-10-07,1.2645
2004-10-08,1.2488
2004-10-11,
2004-10-12,1.2564
2004-10-13,1.2600
2004-10-14,1.2452
2004-10-15,1.2327
2004-10-18,1.2296
2004-10-19,1.2298
2004-10-20,1.2181
2004-10-21,1.2168
2004-10-22,1.2163
2004-10-25,1.1982
2004-10-26,1.2015
2004-10-27,1.2053
2004-10-28,1.1962
2004-10-29,1.1988
2004-11-01,1.2028
2004-11-02,1.2075
2004-11-03,1.1968
2004-11-04,1.1858
2004-11-05,1.1806
2004-11-08,1.1798
2004-11-09,1.1808
2004-11-10,1.1792
2004-11-11,
2004-11-12,1.1728
2004-11-15,1.1787
2004-11-16,1.1743
2004-11-17,1.1650
2004-11-18,1.1691
2004-11-19,1.1585
2004-11-22,1.1624
2004-11-23,1.1581
2004-11-24,1.1495
2004-11-25,
2004-11-26,1.1389
2004-11-29,1.1401
2004-11-30,1.1421
2004-12-01,1.1440
2004-12-02,1.1512
2004-12-03,1.1391
2004-12-06,1.1381
2004-12-07,1.1385
2004-12-08,1.1585
2004-12-09,1.1545
2004-12-10,1.1613
2004-12-13,1.1534
2004-12-14,1.1566
2004-12-15,1.1393
2004-12-16,1.1555
2004-12-17,1.1571
2004-12-20,1.1482
2004-12-21,1.1526
2004-12-22,1.1525
2004-12-23,1.1444
2004-12-24,1.1423
2004-12-27,1.1351
2004-12-28,1.1338
2004-12-29,1.1370
2004-12-30,1.1342
2004-12-31,1.1412
2005-01-03,1.1466
2005-01-04,1.1674
2005-01-05,1.1673
2005-01-06,1.1733
2005-01-07,1.1859
2005-01-10,1.1792
2005-01-11,1.1758
2005-01-12,1.1649
2005-01-13,1.1726
2005-01-14,1.1821
2005-01-17,
2005-01-18,1.1839
2005-01-19,1.1833
2005-01-20,1.1904
2005-01-21,1.1853
2005-01-24,1.1856
2005-01-25,1.1960
2005-01-26,1.1828
2005-01-27,1.1859
2005-01-28,1.1876
2005-01-31,1.1877
2005-02-01,1.1937
2005-02-02,1.1949
2005-02-03,1.2029
2005-02-04,1.2059
2005-02-07,1.2222
2005-02-08,1.2203
2005-02-09,1.2170
2005-02-10,1.2087
2005-02-11,1.2095
2005-02-14,1.1975
2005-02-15,1.1938
2005-02-16,1.1911
2005-02-17,1.1825
2005-02-18,1.1822
2005-02-21,
2005-02-22,1.1617
2005-02-23,1.1638
2005-02-24,1.1691
2005-02-25,1.1686
2005-02-28,1.1585
2005-03-01,1.1654
2005-03-02,1.1755
2005-03-03,1.1787
2005-03-04,1.1680
2005-03-07,1.1757
2005-03-08,1.1607
2005-03-09,1.1608
2005-03-10,1.1546
2005-03-11,1.1501
2005-03-14,1.1621
2005-03-15,1.1651
2005-03-16,1.1522
2005-03-17,1.1563
2005-03-18,1.1649
2005-03-21,1.1785
2005-03-22,1.1757
2005-03-23,1.1953
2005-03-24,1.1990
2005-03-25,1.1998
2005-03-28,1.2060
2005-03-29,1.2034
2005-03-30,1.1964
2005-03-31,1.1952
2005-04-01,1.2042
2005-04-04,1.2108
2005-04-05,1.2080
2005-04-06,1.2061
2005-04-07,1.2012
2005-04-08,1.1985
2005-04-11,1.1935
2005-04-12,1.2037
2005-04-13,1.2000
2005-04-14,1.2135
2005-04-15,1.2011
2005-04-18,1.1857
2005-04-19,1.1843
2005-04-20,1.1797
2005-04-21,1.1788
2005-04-22,1.1821
2005-04-25,1.1885
2005-04-26,1.1894
2005-04-27,1.1920
2005-04-28,1.1918
2005-04-29,1.1898
2005-05-02,1.1980
2005-05-03,1.1972
2005-05-04,1.1927
2005-05-05,1.1969
2005-05-06,1.2058
2005-05-09,1.2057
2005-05-10,1.2010
2005-05-11,1.2067
2005-05-12,1.2152
2005-05-13,1.2227
2005-05-16,1.2223
2005-05-17,1.2205
2005-05-18,1.2189
2005-05-19,1.2235
2005-05-20,1.2335
2005-05-23,1.2311
2005-05-24,1.2293
2005-05-25,1.2264
2005-05-26,1.2359
2005-05-27,1.2324
2005-05-30,
2005-05-31,1.2447
2005-06-01,1.2529
2005-06-02,1.2515
2005-06-03,1.2545
2005-06-06,1.2489
2005-06-07,1.2464
2005-06-08,1.2456
2005-06-09,1.2552
2005-06-10,1.2688
2005-06-13,1.2778
2005-06-14,1.2776
2005-06-15,1.2710
2005-06-16,1.2742
2005-06-17,1.2631
2005-06-20,1.2722
2005-06-21,1.2702
2005-06-22,1.2711
2005-06-23,1.2776
2005-06-24,1.2749
2005-06-27,1.2694
2005-06-28,1.2791
2005-06-29,1.2786
2005-06-30,1.2827
2005-07-01,1.2965
2005-07-04,
2005-07-05,1.3036
2005-07-06,1.3041
2005-07-07,1.2978
2005-07-08,1.3020
2005-07-11,1.2886
2005-07-12,1.2754
2005-07-13,1.2900
2005-07-14,1.2899
2005-07-15,1.2962
2005-07-18,1.2916
2005-07-19,1.3035
2005-07-20,1.2971
2005-07-21,1.2887
2005-07-22,1.2951
2005-07-25,1.2965
2005-07-26,1.3007
2005-07-27,1.2986
2005-07-28,1.2880
2005-07-29,1.2870
2005-08-01,1.2780
2005-08-02,1.2753
2005-08-03,1.2616
2005-08-04,1.2584
2005-08-05,1.2663
2005-08-08,1.2607
2005-08-09,1.2618
2005-08-10,1.2608
2005-08-11,1.2487
2005-08-12,1.2490
2005-08-15,1.2553
2005-08-16,1.2573
2005-08-17,1.2598
2005-08-18,1.2705
2005-08-19,1.2756
2005-08-22,1.2692
2005-08-23,1.2722
2005-08-24,1.2684
2005-08-25,1.2556
2005-08-26,1.2541
2005-08-29,1.2642
2005-08-30,1.2703
2005-08-31,1.2546
2005-09-01,1.2400
2005-09-02,1.2287
2005-09-05,
2005-09-06,1.2366
2005-09-07,1.2399
2005-09-08,1.2442
2005-09-09,1.2413
2005-09-12,1.2570
2005-09-13,1.2625
2005-09-14,1.2579
2005-09-15,1.2673
2005-09-16,1.2710
2005-09-19,1.2761
2005-09-20,1.2757
2005-09-21,1.2710
2005-09-22,1.2787
2005-09-23,1.2887
2005-09-26,1.2935
2005-09-27,1.2967
2005-09-28,1.2961
2005-09-29,1.2964
2005-09-30,1.2890
2005-10-03,1.3022
2005-10-04,1.3018
2005-10-05,1.2923
2005-10-06,1.2747
2005-10-07,1.2796
2005-10-10,
2005-10-11,1.2880
2005-10-12,1.2850
2005-10-13,1.2984
2005-10-14,1.2842
2005-10-17,1.2910
2005-10-18,1.3020
2005-10-19,1.2944
2005-10-20,1.2915
2005-10-21,1.2916
2005-10-24,1.2857
2005-10-25,1.2762
2005-10-26,1.2810
2005-10-27,1.2731
2005-10-28,1.2767
2005-10-31,1.2900
2005-11-01,1.2903
2005-11-02,1.2780
2005-11-03,1.2893
2005-11-04,1.3055
2005-11-07,1.3081
2005-11-08,1.3102
2005-11-09,1.3115
2005-11-10,1.3100
2005-11-11,
2005-11-14,1.3202
2005-11-15,1.3197
2005-11-16,1.3255
2005-11-17,1.3220
2005-11-18,1.3188
2005-11-21,1.3190
2005-11-22,1.3195
2005-11-23,1.3144
2005-11-24,
2005-11-25,1.3197
2005-11-28,1.3110
2005-11-29,1.3133
2005-11-30,1.3148
2005-12-01,1.3210
2005-12-02,1.3198
2005-12-05,1.3083
2005-12-06,1.3066
2005-12-07,1.3134
2005-12-08,1.2997
2005-12-09,1.3024
2005-12-12,1.2880
2005-12-13,1.2952
2005-12-14,1.2788
2005-12-15,1.2889
2005-12-16,1.2897
2005-12-19,1.2932
2005-12-20,1.3110
2005-12-21,1.3153
2005-12-22,1.3103
2005-12-23,1.3140
2005-12-26,
2005-12-27,1.3142
2005-12-28,1.3129
2005-12-29,1.3143
2005-12-30,1.3148
2006-01-02,
2006-01-03,1.2938
2006-01-04,1.2801
2006-01-05,1.2770
2006-01-06,1.2695
2006-01-09,1.2794
2006-01-10,1.2805
2006-01-11,1.2734
2006-01-12,1.2859
2006-01-13,1.2799
2006-01-16,
2006-01-17,1.2833
2006-01-18,1.2823
2006-01-19,1.2822
2006-01-20,1.2826
2006-01-23,1.2605
2006-01-24,1.2595
2006-01-25,1.2636
2006-01-26,1.2684
2006-01-27,1.2798
2006-01-30,1.2864
2006-01-31,1.2784
2006-02-01,1.2841
2006-02-02,1.2845
2006-02-03,1.2944
2006-02-06,1.3011
2006-02-07,1.2982
2006-02-08,1.3032
2006-02-09,1.3010
2006-02-10,1.3049
2006-02-13,1.3074
2006-02-14,1.3097
2006-02-15,1.3107
2006-02-16,1.3127
2006-02-17,1.3123
2006-02-20,
2006-02-21,1.3082
2006-02-22,1.3114
2006-02-23,1.3083
2006-02-24,1.3158
2006-02-27,1.3201
2006-02-28,1.3111
2006-03-01,1.3165
2006-03-02,1.3041
2006-03-03,1.2990
2006-03-06,1.3002
2006-03-07,1.3126
2006-03-08,1.3088
2006-03-09,1.3136
2006-03-10,1.3201
2006-03-13,1.3141
2006-03-14,1.3008
2006-03-15,1.2999
2006-03-16,1.2931
2006-03-17,1.2893
2006-03-20,1.2911
2006-03-21,1.3038
2006-03-22,1.3024
2006-03-23,1.3159
2006-03-24,1.3099
2006-03-27,1.3092
2006-03-28,1.3005
2006-03-29,1.3091
2006-03-30,1.2989
2006-03-31,1.3025
2006-04-03,1.3044
2006-04-04,1.2898
2006-04-05,1.2857
2006-04-06,1.2913
2006-04-07,1.3029
2006-04-10,1.3043
2006-04-11,1.2997
2006-04-12,1.2995
2006-04-13,1.2979
2006-04-14,1.2990
2006-04-17,1.2776
2006-04-18,1.2759
2006-04-19,1.2705
2006-04-20,1.2776
2006-04-21,1.2751
2006-04-24,1.2701
2006-04-25,1.2687
2006-04-26,1.2675
2006-04-27,1.2611
2006-04-28,1.2411
2006-05-01,1.2386
2006-05-02,1.2345
2006-05-03,1.2351
2006-05-04,1.2297
2006-05-05,1.2257
2006-05-08,1.2276
2006-05-09,1.2223
2006-05-10,1.2186
2006-05-11,1.2106
2006-05-12,1.2020
2006-05-15,1.2087
2006-05-16,1.2118
2006-05-17,1.2178
2006-05-18,1.2123
2006-05-19,1.2182
2006-05-22,1.2049
2006-05-23,1.2083
2006-05-24,1.2188
2006-05-25,1.2184
2006-05-26,1.2265
2006-05-29,
2006-05-30,1.2110
2006-05-31,1.2159
2006-06-01,1.2197
2006-06-02,1.2083
2006-06-05,1.2027
2006-06-06,1.2155
2006-06-07,1.2208
2006-06-08,1.2330
2006-06-09,1.2322
2006-06-12,1.2345
2006-06-13,1.2356
2006-06-14,1.2271
2006-06-15,1.2317
2006-06-16,1.2326
2006-06-19,1.2413
2006-06-20,1.2402
2006-06-21,1.2329
2006-06-22,1.2421
2006-06-23,1.2469
2006-06-26,1.2455
2006-06-27,1.2424
2006-06-28,1.2479
2006-06-29,1.2490
2006-06-30,1.2247
2006-07-03,1.2253
2006-07-04,
2006-07-05,1.2336
2006-07-06,1.2299
2006-07-07,1.2223
2006-07-10,1.2294
2006-07-11,1.2286
2006-07-12,1.2344
2006-07-13,1.2326
2006-07-14,1.2358
2006-07-17,1.2476
2006-07-18,1.2529
2006-07-19,1.2497
2006-07-20,1.2435
2006-07-21,1.2373
2006-07-24,1.2464
2006-07-25,1.2534
2006-07-26,1.2488
2006-07-27,1.2354
2006-07-28,1.2333
2006-07-31,1.2311
2006-08-01,1.2317
2006-08-02,1.2293
2006-08-03,1.2332
2006-08-04,1.2209
2006-08-07,1.2223
2006-08-08,1.2261
2006-08-09,1.2228
2006-08-10,1.2373
2006-08-11,1.2388
2006-08-14,1.2403
2006-08-15,1.2372
2006-08-16,1.2272
2006-08-17,1.2276
2006-08-18,1.2339
2006-08-21,1.2226
2006-08-22,1.2341
2006-08-23,1.2357
2006-08-24,1.2381
2006-08-25,1.2375
2006-08-28,1.2358
2006-08-29,1.2356
2006-08-30,1.2293
2006-08-31,1.2336
2006-09-01,1.2308
2006-09-04,
2006-09-05,1.2347
2006-09-06,1.2378
2006-09-07,1.2405
2006-09-08,1.2480
2006-09-11,1.2451
2006-09-12,1.2482
2006-09-13,1.2491
2006-09-14,1.2499
2006-09-15,1.2580
2006-09-18,1.2541
2006-09-19,1.2512
2006-09-20,1.2498
2006-09-21,1.2519
2006-09-22,1.2349
2006-09-25,1.2385
2006-09-26,1.2436
2006-09-27,1.2451
2006-09-28,1.2474
2006-09-29,1.2504
2006-10-02,1.2426
2006-10-03,1.2453
2006-10-04,1.2517
2006-10-05,1.2529
