date,France,Australia,Germany,Japan,Switzerland,Britain,USA
09-2011,-0.08547600454418192,-0.12823116923012856,-0.061153613181391564,0.0005930904837634365,-0.051973188640483836,-0.046043774463143006,-0.084983
10-2011,0.0438987942555904,0.04874508406354683,0.0701844928924209,0.0020322530770271463,-0.01826543023149796,0.05712261309539568,0.114146
11-2011,-0.033421096058104505,-0.046386764791489954,-0.009808193781310481,-0.04450495522363318,0.06857052348233372,0.008722726065729991,-0.00627
12-2011,-0.030254157582195518,-0.02204339377075426,-0.051580883380135556,0.005966461279168778,0.05557239360703181,-0.003971920021194952,0.003676
01-2012,0.0832145314306304,0.048059774679996226,0.11905832333570221,0.03183018022737971,0.061184742259049574,0.03780070249337486,0.054106
02-2012,0.06603739060967007,-0.03627716383671831,0.0755261750948073,0.09626376028543404,0.06439742414884086,0.051450626208407124,0.041225
03-2012,0.006995410330137952,-0.07575334303395287,0.02161677390709371,0.035568068078479786,0.028351649520188094,0.003611356356687967,0.02402
04-2012,-0.10238435829905268,-0.095999968026792,-0.07255273375319626,-0.05526980534437986,-0.06129403295765279,-0.036532579847310065,-0.006829
05-2012,-0.06483691070260855,-0.07986985490382881,-0.08519939270345156,-0.10122062169935153,-0.04987061925918845,-0.09241131543336178,-0.06559
06-2012,0.035109523027849976,0.021206143703826008,-0.00565212177583474,0.06759340777332978,0.007915512891231269,0.03560938939376723,0.038151
07-2012,0.059762861174258775,0.06118920956899987,0.08376158061322203,-0.03939302618400531,0.08876027551854282,0.020887895408087997,0.010307
08-2012,0.09365679080125344,-0.01895461079978844,0.07915984858834701,-0.0038643645728542175,0.055033843234050694,0.062015181247717766,0.026317
09-2012,0.023047885067861595,-0.055717187646584954,0.05283417862482065,0.016398883209631787,0.05111382295019273,0.0026203770567101436,0.026513
10-2012,-0.0010025279554881639,-0.005487161452747191,-0.004508404498986929,0.004193312249195724,0.0005367341583830676,-0.006792646821201398,-0.014055
11-2012,0.022312061159702745,-0.01515751962039591,0.00477692006065511,0.04761502424073605,0.021849401893223153,0.0033954976537753367,0.006217
12-2012,0.026283235647009295,0.018631051330843418,0.02945555783405651,0.08633161133099321,-0.004434491176121713,-0.0006432606484322312,0.012569
01-2013,0.044429413048521105,-0.006249035479369169,0.04198507856866607,0.09089145502486029,0.0835735569047319,0.033326169216228996,0.054142
02-2013,-0.04483661847100695,0.022802139248870423,-0.04847687307088522,0.03851911777514505,-0.011336070979023338,-0.013332007660462608,0.008282
03-2013,0.0002650522265099653,-0.04854241468868281,-0.004000328846514245,0.07321546966547887,0.04155519765224447,0.03608304900822967,0.035295
04-2013,0.026180347904208423,-0.01602518637434125,0.005209693774696822,0.11937025702380322,0.0011668596058280745,0.03495751402845371,0.014939
05-2013,0.08683148744666802,-0.12251452503909877,0.09642953636507912,-0.026778077365795294,0.058333018585293384,0.061213794747801864,0.019128
06-2013,-0.05878254661951232,-0.08396329474953901,-0.05157369488412722,-0.002686610355018937,-0.053693426914113385,-0.08442785099645722,-0.015072
07-2013,0.0906832832728588,0.06127980875862815,0.05858104256504992,-0.0009110858706826708,0.07149607272185743,0.08615748269874435,0.052658
08-2013,-0.025441101718359338,0.08102428311879961,-0.02484276895116433,-0.023716012526847408,-0.02865112476698195,-0.014510708016464813,-0.02575
09-2013,0.08754032250528165,0.0531454645691537,0.0805445268913848,0.08934214972052601,0.07074418484772216,0.041364939009739365,0.037497
10-2013,0.005268648663141473,0.007802679894318709,0.02109687086863299,-0.002331120691752786,-0.0039365073129535855,0.0014378647480211004,0.039889
11-2013,0.01491637667378476,-0.10643458556425056,0.047737025448557624,0.049220600408167337,0.02488284304713817,-0.018737949853101732,0.024956
12-2013,-0.02520139664608656,-0.0543078236583725,-0.01741055608708364,0.034890795502916516,-0.03476670189569586,0.0058691913234834026,0.02614
01-2014,-0.0059651442770484175,-0.018968862616824733,-0.007697434776566148,-0.05885035032153285,0.025985635255147632,-0.02927978671178988,-0.03002
02-2014,0.055968642630807475,0.07507322915502779,0.03297081187438011,-0.007187328887249156,0.029972075393537967,0.031016259664146784,0.046198
03-2014,0.008334736097979523,0.017709837742655443,-0.008609530321898373,0.0005183816676679331,0.01630270449523885,-0.03136558283927915,0.00454
